"N"	"gene"	"beta"	"pval"	"varexp"
"gene122555"	18751	"Gm28340"	NA	NA	NA
"gene122556"	18752	"Gm28341"	NA	NA	NA
"gene122557"	18753	"Gm28342"	NA	NA	NA
"gene122559"	18754	"Gm28344"	NA	NA	NA
"gene122562"	18755	"Gm28347"	NA	NA	NA
"gene122563"	18756	"Gm28348"	NA	NA	NA
"gene122566"	18757	"Gm28351"	-0.0891892051535241	0.659114028247377	0.0765006626886505
"gene122571"	18758	"Gm28356"	NA	NA	NA
"gene122572"	18759	"Gm28357"	NA	NA	NA
"gene122573"	18760	"Gm28358"	NA	NA	NA
"gene122574"	18761	"Gm28359"	NA	NA	NA
"gene122575"	18762	"Gm28360"	NA	NA	NA
"gene122576"	18763	"Gm28361"	NA	NA	NA
"gene122577"	18764	"Gm28362"	NA	NA	NA
"gene122578"	18765	"Gm28363"	-0.0181028240405503	1	0
"gene122581"	18766	"Gm28366"	NA	NA	NA
"gene122582"	18767	"Gm28367"	NA	NA	NA
"gene122583"	18768	"Gm28368"	NA	NA	NA
"gene122585"	18769	"Gm28370"	NA	NA	NA
"gene122587"	18770	"Gm28372"	NA	NA	NA
"gene122588"	18771	"Gm28373"	NA	NA	NA
"gene122589"	18772	"Gm28374"	NA	NA	NA
"gene122590"	18773	"Gm28375"	-0.0530432179507965	0.787560899793324	0.0505111432235541
"gene122591"	18774	"Gm28376"	NA	NA	NA
"gene122593"	18775	"Gm28379"	NA	NA	NA
"gene122595"	18776	"Gm28381"	NA	NA	NA
"gene122599"	18777	"Gm28385"	NA	NA	NA
"gene122600"	18778	"Gm28386"	NA	NA	NA
"gene122601"	18779	"Gm28387"	NA	NA	NA
"gene122602"	18780	"Gm28388"	NA	NA	NA
"gene122603"	18781	"Gm28389"	0.0206243184847721	0.701918152498047	0.0509525075857367
"gene122606"	18782	"Gm28392"	NA	NA	NA
"gene122614"	18783	"Gm2840"	NA	NA	NA
"gene122616"	18784	"Gm28401"	NA	NA	NA
"gene122617"	18785	"Gm28402"	NA	NA	NA
"gene122618"	18786	"Gm28403"	NA	NA	NA
"gene122619"	18787	"Gm28404"	NA	NA	NA
"gene122620"	18788	"Gm28405"	NA	NA	NA
"gene122621"	18789	"Gm28406"	0.00651701665459812	1	0
"gene122622"	18790	"Gm28407"	NA	NA	NA
"gene122625"	18791	"Gm28410"	NA	NA	NA
"gene122626"	18792	"Gm28411"	NA	NA	NA
"gene122627"	18793	"Gm28412"	NA	NA	NA
"gene122628"	18794	"Gm28413"	NA	NA	NA
"gene122629"	18795	"Gm28414"	NA	NA	NA
"gene122630"	18796	"Gm28415"	NA	NA	NA
"gene122631"	18797	"Gm28416"	0.0289645184648805	1	0
"gene122632"	18798	"Gm28417"	NA	NA	NA
"gene122634"	18799	"Gm28419"	NA	NA	NA
"gene122639"	18800	"Gm28424"	NA	NA	NA
"gene122640"	18801	"Gm28425"	NA	NA	NA
"gene122643"	18802	"Gm28428"	NA	NA	NA
"gene122644"	18803	"Gm28429"	NA	NA	NA
"gene122646"	18804	"Gm28431"	NA	NA	NA
"gene122649"	18805	"Gm28434"	-0.0137581462708182	1	0
"gene122651"	18806	"Gm28436"	NA	NA	NA
"gene122652"	18807	"Gm28437"	NA	NA	NA
"gene122653"	18808	"Gm28438"	NA	NA	NA
"gene122654"	18809	"Gm28439"	NA	NA	NA
"gene122655"	18810	"Gm28440"	NA	NA	NA
"gene122656"	18811	"Gm28441"	NA	NA	NA
"gene122658"	18812	"Gm28443"	NA	NA	NA
"gene122659"	18813	"Gm28444"	-0.147661285414233	0.594029240516457	0.0991811766841937
"gene122660"	18814	"Gm28445"	NA	NA	NA
"gene122662"	18815	"Gm28447"	NA	NA	NA
"gene122663"	18816	"Gm28448"	NA	NA	NA
"gene122664"	18817	"Gm28449"	NA	NA	NA
"gene122665"	18818	"Gm28450"	NA	NA	NA
"gene122666"	18819	"Gm28451"	NA	NA	NA
"gene122668"	18820	"Gm28453"	NA	NA	NA
"gene122670"	18821	"Gm28455"	0.055032585083273	1	0
"gene122678"	18822	"Gm28463"	NA	NA	NA
"gene122680"	18823	"Gm28465"	NA	NA	NA
"gene122681"	18824	"Gm28466"	NA	NA	NA
"gene122682"	18825	"Gm28467"	NA	NA	NA
"gene122684"	18826	"Gm28469"	NA	NA	NA
"gene122689"	18827	"Gm28474"	NA	NA	NA
"gene122691"	18828	"Gm28476"	NA	NA	NA
"gene122692"	18829	"Gm28477"	-0.0355165970177551	0.164882741788568	0.262476582792441
"gene122693"	18830	"Gm28478"	NA	NA	NA
"gene122698"	18831	"Gm28484"	NA	NA	NA
"gene122706"	18832	"Gm28492"	NA	NA	NA
"gene122707"	18833	"Gm28493"	NA	NA	NA
"gene122708"	18834	"Gm28494"	NA	NA	NA
"gene122710"	18835	"Gm28496"	NA	NA	NA
"gene122711"	18836	"Gm28497"	NA	NA	NA
"gene122712"	18837	"Gm28499"	0.0231716147719044	1	0
"gene122713"	18838	"Gm28500"	NA	NA	NA
"gene122714"	18839	"Gm28501"	NA	NA	NA
"gene122715"	18840	"Gm28502"	NA	NA	NA
"gene122718"	18841	"Gm28505"	NA	NA	NA
"gene122720"	18842	"Gm28507"	NA	NA	NA
"gene122722"	18843	"Gm28509"	NA	NA	NA
"gene122725"	18844	"Gm28512"	NA	NA	NA
"gene122726"	18845	"Gm28513"	-0.107168718320058	0.999999865486721	0
"gene122728"	18846	"Gm28515"	NA	NA	NA
"gene122729"	18847	"Gm28516"	NA	NA	NA
"gene122736"	18848	"Gm28523"	NA	NA	NA
"gene122738"	18849	"Gm28527"	NA	NA	NA
"gene122739"	18850	"Gm28528"	NA	NA	NA
"gene122740"	18851	"Gm28529"	NA	NA	NA
"gene122741"	18852	"Gm28530"	NA	NA	NA
"gene122742"	18853	"Gm28531"	-0.00120635364891981	0.804242033187566	0.031457281135721
"gene122745"	18854	"Gm28534"	NA	NA	NA
"gene122746"	18855	"Gm28535"	NA	NA	NA
"gene122747"	18856	"Gm28536"	NA	NA	NA
"gene122757"	18857	"Gm28546"	NA	NA	NA
"gene122759"	18858	"Gm28548"	NA	NA	NA
"gene122760"	18859	"Gm28549"	NA	NA	NA
"gene122763"	18860	"Gm28551"	NA	NA	NA
"gene122764"	18861	"Gm28552"	0.0405503258508327	0.999999904884748	0
"gene122767"	18862	"Gm28556"	NA	NA	NA
"gene122768"	18863	"Gm28557"	NA	NA	NA
"gene122774"	18864	"Gm28564"	NA	NA	NA
"gene122775"	18865	"Gm28565"	NA	NA	NA
"gene122778"	18866	"Gm28568"	NA	NA	NA
"gene122788"	18867	"Gm28578"	NA	NA	NA
"gene122789"	18868	"Gm28579"	NA	NA	NA
"gene122790"	18869	"Gm28580"	-0.0123099203475742	1	0
"gene122791"	18870	"Gm28581"	NA	NA	NA
"gene122792"	18871	"Gm28583"	NA	NA	NA
"gene122795"	18872	"Gm28586"	NA	NA	NA
"gene122796"	18873	"Gm28587"	NA	NA	NA
"gene122797"	18874	"Gm28588"	NA	NA	NA
"gene122799"	18875	"Gm28590"	NA	NA	NA
"gene122800"	18876	"Gm28591"	NA	NA	NA
"gene122801"	18877	"Gm28592"	0.0123099203475742	1	0
"gene122802"	18878	"Gm28593"	NA	NA	NA
"gene122803"	18879	"Gm28594"	NA	NA	NA
"gene122804"	18880	"Gm28595"	NA	NA	NA
"gene122806"	18881	"Gm28597"	NA	NA	NA
"gene122809"	18882	"Gm2860"	NA	NA	NA
"gene122816"	18883	"Gm28609"	NA	NA	NA
"gene122817"	18884	"Gm2861"	NA	NA	NA
"gene122822"	18885	"Gm28614"	0.0166014920819292	0.800947078682939	0.0395851202107775
"gene122823"	18886	"Gm28615"	NA	NA	NA
"gene122827"	18887	"Gm28619"	NA	NA	NA
"gene122828"	18888	"Gm2862"	NA	NA	NA
"gene122829"	18889	"Gm28620"	NA	NA	NA
"gene122830"	18890	"Gm28622"	NA	NA	NA
"gene122832"	18891	"Gm28624"	NA	NA	NA
"gene122833"	18892	"Gm28625"	NA	NA	NA
"gene122835"	18893	"Gm28627"	0.0658942795076032	0.999999904884748	0
"gene122838"	18894	"Gm28630"	NA	NA	NA
"gene122842"	18895	"Gm28634"	NA	NA	NA
"gene122847"	18896	"Gm28639"	NA	NA	NA
"gene122849"	18897	"Gm28641"	NA	NA	NA
"gene122850"	18898	"Gm28643"	NA	NA	NA
"gene122851"	18899	"Gm28644"	NA	NA	NA
"gene122852"	18900	"Gm28645"	NA	NA	NA
"gene122854"	18901	"Gm28647"	-0.026024161762626	0.0974964791548744	0.313978206550581
"gene122856"	18902	"Gm28649"	NA	NA	NA
"gene122857"	18903	"Gm28650"	NA	NA	NA
"gene122858"	18904	"Gm28651"	NA	NA	NA
"gene122859"	18905	"Gm28652"	NA	NA	NA
"gene122860"	18906	"Gm28653"	NA	NA	NA
"gene122866"	18907	"Gm28659"	NA	NA	NA
"gene122868"	18908	"Gm28660"	NA	NA	NA
"gene122869"	18909	"Gm28661"	1.32225646324773	9.70343285581731e-07	0.763138938820226
"gene122873"	18910	"Gm28665"	NA	NA	NA
"gene122874"	18911	"Gm28666"	NA	NA	NA
"gene122875"	18912	"Gm28667"	NA	NA	NA
"gene122878"	18913	"Gm28670"	NA	NA	NA
"gene122880"	18914	"Gm28672"	NA	NA	NA
"gene122881"	18915	"Gm28673"	NA	NA	NA
"gene122882"	18916	"Gm28674"	NA	NA	NA
"gene122883"	18917	"Gm28675"	-0.00871755770237713	0.582054057096008	0.101264883235674
"gene122891"	18918	"Gm28683"	NA	NA	NA
"gene122894"	18919	"Gm28686"	NA	NA	NA
"gene122898"	18920	"Gm2869"	NA	NA	NA
"gene122902"	18921	"Gm28693"	NA	NA	NA
"gene122903"	18922	"Gm28694"	NA	NA	NA
"gene122912"	18923	"Gm28703"	NA	NA	NA
"gene122915"	18924	"Gm28706"	NA	NA	NA
"gene122916"	18925	"Gm28707"	-0.991122908924211	0.463017779733384	0.117646294342896
"gene122917"	18926	"Gm28709"	NA	NA	NA
"gene122919"	18927	"Gm28710"	NA	NA	NA
"gene122921"	18928	"Gm28717"	NA	NA	NA
"gene122922"	18929	"Gm28718"	NA	NA	NA
"gene122923"	18930	"Gm28719"	NA	NA	NA
"gene122924"	18931	"Gm28720"	NA	NA	NA
"gene122925"	18932	"Gm28721"	NA	NA	NA
"gene122926"	18933	"Gm28722"	0.00724112961622013	1	1.15904833202565e-16
"gene122927"	18934	"Gm28723"	NA	NA	NA
"gene122928"	18935	"Gm28724"	NA	NA	NA
"gene122929"	18936	"Gm28725"	NA	NA	NA
"gene122931"	18937	"Gm28728"	NA	NA	NA
"gene122932"	18938	"Gm28729"	NA	NA	NA
"gene122933"	18939	"Gm28730"	NA	NA	NA
"gene122934"	18940	"Gm28731"	NA	NA	NA
"gene122942"	18941	"Gm28739"	-0.0187197949384053	0.611706466312326	0.0928507625118592
"gene122944"	18942	"Gm28741"	NA	NA	NA
"gene122946"	18943	"Gm28743"	NA	NA	NA
"gene122947"	18944	"Gm28744"	NA	NA	NA
"gene122948"	18945	"Gm28745"	NA	NA	NA
"gene122949"	18946	"Gm28746"	NA	NA	NA
"gene122950"	18947	"Gm28747"	NA	NA	NA
"gene122952"	18948	"Gm2875"	NA	NA	NA
"gene122953"	18949	"Gm28750"	-0.0861694424330196	1	0
"gene122958"	18950	"Gm28755"	NA	NA	NA
"gene122959"	18951	"Gm28756"	NA	NA	NA
"gene122960"	18952	"Gm28757"	NA	NA	NA
"gene122961"	18953	"Gm28758"	NA	NA	NA
"gene122965"	18954	"Gm28762"	NA	NA	NA
"gene122967"	18955	"Gm28764"	NA	NA	NA
"gene122968"	18956	"Gm28765"	NA	NA	NA
"gene122970"	18957	"Gm28767"	-0.0275162925416365	0.999999893657916	0
"gene122972"	18958	"Gm28769"	NA	NA	NA
"gene122974"	18959	"Gm28770"	NA	NA	NA
"gene122976"	18960	"Gm28772"	NA	NA	NA
"gene122977"	18961	"Gm28773"	NA	NA	NA
"gene122978"	18962	"Gm28774"	NA	NA	NA
"gene122981"	18963	"Gm28777"	NA	NA	NA
"gene122982"	18964	"Gm28778"	NA	NA	NA
"gene122983"	18965	"Gm28779"	0.00651701665459812	0.999999932743361	0
"gene122984"	18966	"Gm2878"	NA	NA	NA
"gene122987"	18967	"Gm28782"	NA	NA	NA
"gene122988"	18968	"Gm28783"	NA	NA	NA
"gene122989"	18969	"Gm28784"	NA	NA	NA
"gene122990"	18970	"Gm28785"	NA	NA	NA
"gene122996"	18971	"Gm28791"	NA	NA	NA
"gene122997"	18972	"Gm28792"	NA	NA	NA
"gene123005"	18973	"Gm28800"	0.304127443881246	1	0
"gene123006"	18974	"Gm28801"	NA	NA	NA
"gene123007"	18975	"Gm28802"	NA	NA	NA
"gene123008"	18976	"Gm28803"	NA	NA	NA
"gene123009"	18977	"Gm28806"	NA	NA	NA
"gene123010"	18978	"Gm28807"	NA	NA	NA
"gene123012"	18979	"Gm28809"	NA	NA	NA
"gene123018"	18980	"Gm28815"	NA	NA	NA
"gene123021"	18981	"Gm28818"	-0.0108616944243302	1	0
"gene123024"	18982	"Gm28821"	NA	NA	NA
"gene123025"	18983	"Gm28822"	NA	NA	NA
"gene123029"	18984	"Gm28826"	NA	NA	NA
"gene123031"	18985	"Gm28828"	NA	NA	NA
"gene123035"	18986	"Gm28832"	NA	NA	NA
"gene123036"	18987	"Gm28833"	NA	NA	NA
"gene123037"	18988	"Gm28834"	NA	NA	NA
"gene123039"	18989	"Gm28836"	1.78926285579454	0.00304247047812328	0.565228267003277
"gene123040"	18990	"Gm28837"	NA	NA	NA
"gene123049"	18991	"Gm28846"	NA	NA	NA
"gene123050"	18992	"Gm28847"	NA	NA	NA
"gene123051"	18993	"Gm28848"	NA	NA	NA
"gene123059"	18994	"Gm28856"	NA	NA	NA
"gene123060"	18995	"Gm28857"	NA	NA	NA
"gene123065"	18996	"Gm28862"	NA	NA	NA
"gene123066"	18997	"Gm28863"	0.0282404055032585	1	0
"gene123067"	18998	"Gm28864"	NA	NA	NA
"gene123068"	18999	"Gm28865"	NA	NA	NA
"gene123069"	19000	"Gm28866"	NA	NA	NA
"gene123070"	19001	"Gm28867"	NA	NA	NA
"gene123073"	19002	"Gm28872"	NA	NA	NA
"gene123074"	19003	"Gm28874"	NA	NA	NA
"gene123075"	19004	"Gm28875"	NA	NA	NA
"gene123076"	19005	"Gm28876"	-0.134673810686366	0.0589609533957393	0.347756970867718
"gene123077"	19006	"Gm28877"	NA	NA	NA
"gene123080"	19007	"Gm2888"	NA	NA	NA
"gene123082"	19008	"Gm28881"	NA	NA	NA
"gene123083"	19009	"Gm28882"	NA	NA	NA
"gene123084"	19010	"Gm28883"	NA	NA	NA
"gene123085"	19011	"Gm28884"	NA	NA	NA
"gene123086"	19012	"Gm28885"	NA	NA	NA
"gene123093"	19013	"Gm28892"	-0.0841559572151466	0.884148302743716	0.0199265272549992
"gene123094"	19014	"Gm28893"	NA	NA	NA
"gene123101"	19015	"Gm28900"	NA	NA	NA
"gene123103"	19016	"Gm28902"	NA	NA	NA
"gene123104"	19017	"Gm28905"	NA	NA	NA
"gene123105"	19018	"Gm28906"	NA	NA	NA
"gene123110"	19019	"Gm28911"	NA	NA	NA
"gene123111"	19020	"Gm28912"	NA	NA	NA
"gene123112"	19021	"Gm28913"	-1.10620468418183	0.00162810139769129	0.551542187004267
"gene123113"	19022	"Gm28914"	NA	NA	NA
"gene123114"	19023	"Gm28915"	NA	NA	NA
"gene123115"	19024	"Gm28916"	NA	NA	NA
"gene123118"	19025	"Gm28919"	NA	NA	NA
"gene123120"	19026	"Gm28920"	NA	NA	NA
"gene123121"	19027	"Gm28921"	NA	NA	NA
"gene123123"	19028	"Gm28923"	NA	NA	NA
"gene123124"	19029	"Gm28924"	0.0709630702389573	0.999999904884748	0
"gene123126"	19030	"Gm28926"	NA	NA	NA
"gene123127"	19031	"Gm28927"	NA	NA	NA
"gene123128"	19032	"Gm28929"	NA	NA	NA
"gene123130"	19033	"Gm28932"	NA	NA	NA
"gene123132"	19034	"Gm28935"	NA	NA	NA
"gene123137"	19035	"Gm28940"	NA	NA	NA
"gene123138"	19036	"Gm28941"	NA	NA	NA
"gene123139"	19037	"Gm28942"	-22.4199955721053	5.46950556414239e-07	0.93340403592299
"gene123147"	19038	"Gm2895"	NA	NA	NA
"gene123153"	19039	"Gm28955"	NA	NA	NA
"gene123158"	19040	"Gm28960"	NA	NA	NA
"gene123168"	19041	"Gm2897"	NA	NA	NA
"gene123171"	19042	"Gm28972"	NA	NA	NA
"gene123172"	19043	"Gm28973"	NA	NA	NA
"gene123173"	19044	"Gm28974"	NA	NA	NA
"gene123174"	19045	"Gm28975"	0.0738595220854453	1	0
"gene123175"	19046	"Gm28976"	NA	NA	NA
"gene123176"	19047	"Gm28977"	NA	NA	NA
"gene123178"	19048	"Gm28979"	NA	NA	NA
"gene123180"	19049	"Gm28981"	NA	NA	NA
"gene123181"	19050	"Gm28982"	NA	NA	NA
"gene123182"	19051	"Gm28983"	NA	NA	NA
"gene123184"	19052	"Gm28985"	NA	NA	NA
"gene123185"	19053	"Gm28986"	0.0166545981173063	1	0
"gene123187"	19054	"Gm28988"	NA	NA	NA
"gene123188"	19055	"Gm28989"	NA	NA	NA
"gene123193"	19056	"Gm28994"	NA	NA	NA
"gene123194"	19057	"Gm28995"	NA	NA	NA
"gene123195"	19058	"Gm28996"	NA	NA	NA
"gene123203"	19059	"Gm29005"	NA	NA	NA
"gene123204"	19060	"Gm29007"	NA	NA	NA
"gene123205"	19061	"Gm29008"	-0.00941346850108616	1	0
"gene123206"	19062	"Gm29009"	NA	NA	NA
"gene123207"	19063	"Gm29010"	NA	NA	NA
"gene123208"	19064	"Gm29011"	NA	NA	NA
"gene123209"	19065	"Gm29012"	NA	NA	NA
"gene123210"	19066	"Gm29013"	NA	NA	NA
"gene123211"	19067	"Gm29014"	NA	NA	NA
"gene123212"	19068	"Gm29015"	NA	NA	NA
"gene123213"	19069	"Gm29016"	-0.0351527507484552	0.0763772440010378	0.552421493303427
"gene123214"	19070	"Gm29017"	NA	NA	NA
"gene123215"	19071	"Gm29018"	NA	NA	NA
"gene123216"	19072	"Gm29019"	NA	NA	NA
"gene123217"	19073	"Gm29020"	NA	NA	NA
"gene123219"	19074	"Gm29022"	NA	NA	NA
"gene123232"	19075	"Gm29036"	NA	NA	NA
"gene123235"	19076	"Gm29040"	NA	NA	NA
"gene123236"	19077	"Gm29041"	8.85787863088275e-06	0.264490621498243	0.221786410554845
"gene123241"	19078	"Gm29046"	NA	NA	NA
"gene123243"	19079	"Gm29048"	NA	NA	NA
"gene123244"	19080	"Gm29049"	NA	NA	NA
"gene123245"	19081	"Gm29050"	NA	NA	NA
"gene123246"	19082	"Gm29051"	NA	NA	NA
"gene123247"	19083	"Gm29052"	NA	NA	NA
"gene123248"	19084	"Gm29053"	NA	NA	NA
"gene123250"	19085	"Gm29055"	0.0890658942795076	0.999999809769497	0
"gene123259"	19086	"Gm29064"	NA	NA	NA
"gene123260"	19087	"Gm29065"	NA	NA	NA
"gene123261"	19088	"Gm29066"	NA	NA	NA
"gene123262"	19089	"Gm29067"	NA	NA	NA
"gene123263"	19090	"Gm29068"	NA	NA	NA
"gene123264"	19091	"Gm29069"	NA	NA	NA
"gene123265"	19092	"Gm2907"	NA	NA	NA
"gene123268"	19093	"Gm29072"	0.0123099203475742	1	0
"gene123271"	19094	"Gm29075"	NA	NA	NA
"gene123279"	19095	"Gm29083"	NA	NA	NA
"gene123280"	19096	"Gm29084"	NA	NA	NA
"gene123283"	19097	"Gm29087"	NA	NA	NA
"gene123284"	19098	"Gm29088"	NA	NA	NA
"gene123287"	19099	"Gm29091"	NA	NA	NA
"gene123289"	19100	"Gm29093"	NA	NA	NA
"gene123290"	19101	"Gm29094"	0.127557471161157	7.54877999765722e-05	0.605950940355312
"gene123291"	19102	"Gm29097"	NA	NA	NA
"gene123293"	19103	"Gm29099"	NA	NA	NA
"gene123294"	19104	"Gm29100"	NA	NA	NA
"gene123295"	19105	"Gm29101"	NA	NA	NA
"gene123297"	19106	"Gm29104"	NA	NA	NA
"gene123298"	19107	"Gm29105"	NA	NA	NA
"gene123299"	19108	"Gm29106"	NA	NA	NA
"gene123300"	19109	"Gm29107"	-0.00935989744965208	0.61170646631232	0.092850773752782
"gene123305"	19110	"Gm29112"	NA	NA	NA
"gene123306"	19111	"Gm29113"	NA	NA	NA
"gene123307"	19112	"Gm29114"	NA	NA	NA
"gene123313"	19113	"Gm2912"	NA	NA	NA
"gene123317"	19114	"Gm29123"	NA	NA	NA
"gene123318"	19115	"Gm29124"	NA	NA	NA
"gene123319"	19116	"Gm29125"	NA	NA	NA
"gene123320"	19117	"Gm29126"	0.0354815351194786	1	0
"gene123321"	19118	"Gm29127"	NA	NA	NA
"gene123322"	19119	"Gm29128"	NA	NA	NA
"gene123323"	19120	"Gm29129"	NA	NA	NA
"gene123327"	19121	"Gm29133"	NA	NA	NA
"gene123329"	19122	"Gm29135"	NA	NA	NA
"gene123331"	19123	"Gm29138"	NA	NA	NA
"gene123332"	19124	"Gm29139"	NA	NA	NA
"gene123334"	19125	"Gm29140"	0.0492396813902969	1	0
"gene123335"	19126	"Gm29141"	NA	NA	NA
"gene123336"	19127	"Gm29142"	NA	NA	NA
"gene123344"	19128	"Gm2915"	NA	NA	NA
"gene123345"	19129	"Gm29151"	NA	NA	NA
"gene123346"	19130	"Gm29152"	NA	NA	NA
"gene123347"	19131	"Gm29154"	NA	NA	NA
"gene123348"	19132	"Gm29155"	NA	NA	NA
"gene123349"	19133	"Gm29156"	-0.362780593772629	1	0
"gene123350"	19134	"Gm29157"	NA	NA	NA
"gene123351"	19135	"Gm29158"	NA	NA	NA
"gene123352"	19136	"Gm29159"	NA	NA	NA
"gene123354"	19137	"Gm29160"	NA	NA	NA
"gene123355"	19138	"Gm29161"	NA	NA	NA
"gene123357"	19139	"Gm29163"	NA	NA	NA
"gene123358"	19140	"Gm29164"	NA	NA	NA
"gene123362"	19141	"Gm29168"	0.052860246198407	1	0
"gene123364"	19142	"Gm29170"	NA	NA	NA
"gene123372"	19143	"Gm29183"	NA	NA	NA
"gene123373"	19144	"Gm29184"	NA	NA	NA
"gene123374"	19145	"Gm29185"	NA	NA	NA
"gene123375"	19146	"Gm29186"	NA	NA	NA
"gene123376"	19147	"Gm29187"	NA	NA	NA
"gene123377"	19148	"Gm29188"	NA	NA	NA
"gene123381"	19149	"Gm29192"	-0.0963070238957277	1	0
"gene123383"	19150	"Gm29194"	NA	NA	NA
"gene123384"	19151	"Gm29195"	NA	NA	NA
"gene123385"	19152	"Gm29196"	NA	NA	NA
"gene123386"	19153	"Gm29197"	NA	NA	NA
"gene123387"	19154	"Gm29198"	NA	NA	NA
"gene123388"	19155	"Gm29199"	NA	NA	NA
"gene123389"	19156	"Gm29200"	NA	NA	NA
"gene123390"	19157	"Gm29201"	0.0192066337391469	0.920648849663926	0.0133665498935923
"gene123391"	19158	"Gm29202"	NA	NA	NA
"gene123396"	19159	"Gm29208"	NA	NA	NA
"gene123400"	19160	"Gm29212"	NA	NA	NA
"gene123402"	19161	"Gm29214"	NA	NA	NA
"gene123404"	19162	"Gm29216"	NA	NA	NA
"gene123406"	19163	"Gm29218"	NA	NA	NA
"gene123416"	19164	"Gm29228"	NA	NA	NA
"gene123417"	19165	"Gm29229"	-0.00120635364891981	0.804242033187566	0.031457281135721
"gene123418"	19166	"Gm29230"	NA	NA	NA
"gene123419"	19167	"Gm29231"	NA	NA	NA
"gene123422"	19168	"Gm29234"	NA	NA	NA
"gene123424"	19169	"Gm29237"	NA	NA	NA
"gene123426"	19170	"Gm29239"	NA	NA	NA
"gene123427"	19171	"Gm29240"	NA	NA	NA
"gene123428"	19172	"Gm29241"	NA	NA	NA
"gene123429"	19173	"Gm29242"	0.0123150298187833	0.801003857708038	0.0305613397140248
"gene123430"	19174	"Gm29243"	NA	NA	NA
"gene123432"	19175	"Gm29245"	NA	NA	NA
"gene123440"	19176	"Gm29253"	NA	NA	NA
"gene123441"	19177	"Gm29254"	NA	NA	NA
"gene123444"	19178	"Gm29257"	NA	NA	NA
"gene123448"	19179	"Gm29260"	NA	NA	NA
"gene123449"	19180	"Gm29261"	NA	NA	NA
"gene123452"	19181	"Gm29264"	-0.338986264967294	0.0202391551907095	0.426903407713602
"gene123454"	19182	"Gm29266"	NA	NA	NA
"gene123461"	19183	"Gm29273"	NA	NA	NA
"gene123462"	19184	"Gm29274"	NA	NA	NA
"gene123463"	19185	"Gm29275"	NA	NA	NA
"gene123464"	19186	"Gm29276"	NA	NA	NA
"gene123470"	19187	"Gm29282"	NA	NA	NA
"gene123471"	19188	"Gm29283"	NA	NA	NA
"gene123477"	19189	"Gm29290"	-0.0391020999275887	1	0
"gene123478"	19190	"Gm29291"	NA	NA	NA
"gene123479"	19191	"Gm29292"	NA	NA	NA
"gene123480"	19192	"Gm29293"	NA	NA	NA
"gene123481"	19193	"Gm29295"	NA	NA	NA
"gene123482"	19194	"Gm29296"	NA	NA	NA
"gene123484"	19195	"Gm29298"	NA	NA	NA
"gene123485"	19196	"Gm29299"	NA	NA	NA
"gene123489"	19197	"Gm29302"	0.00724112961622013	1	1.15561272308814e-16
"gene123497"	19198	"Gm29310"	NA	NA	NA
"gene123502"	19199	"Gm29315"	NA	NA	NA
"gene123505"	19200	"Gm29318"	NA	NA	NA
"gene123509"	19201	"Gm29322"	NA	NA	NA
"gene123510"	19202	"Gm29323"	NA	NA	NA
"gene123512"	19203	"Gm29325"	NA	NA	NA
"gene123515"	19204	"Gm29328"	NA	NA	NA
"gene123520"	19205	"Gm29333"	-0.0231716147719044	1	0
"gene123521"	19206	"Gm29334"	NA	NA	NA
"gene123522"	19207	"Gm29335"	NA	NA	NA
"gene123523"	19208	"Gm29336"	NA	NA	NA
"gene123524"	19209	"Gm29337"	NA	NA	NA
"gene123525"	19210	"Gm29338"	NA	NA	NA
"gene123527"	19211	"Gm29340"	NA	NA	NA
"gene123528"	19212	"Gm29341"	NA	NA	NA
"gene123531"	19213	"Gm29344"	0.0123099203475742	0.999999952442374	0
"gene123532"	19214	"Gm29345"	NA	NA	NA
"gene123535"	19215	"Gm29348"	NA	NA	NA
"gene123539"	19216	"Gm29352"	NA	NA	NA
"gene123541"	19217	"Gm29354"	NA	NA	NA
"gene123542"	19218	"Gm29355"	NA	NA	NA
"gene123546"	19219	"Gm29359"	NA	NA	NA
"gene123548"	19220	"Gm29361"	NA	NA	NA
"gene123550"	19221	"Gm29363"	-0.00651701665459812	0.999999952442374	0
"gene123551"	19222	"Gm29364"	NA	NA	NA
"gene123552"	19223	"Gm29365"	NA	NA	NA
"gene123553"	19224	"Gm29366"	NA	NA	NA
"gene123554"	19225	"Gm29367"	NA	NA	NA
"gene123556"	19226	"Gm29369"	NA	NA	NA
"gene123558"	19227	"Gm29371"	NA	NA	NA
"gene123561"	19228	"Gm29374"	NA	NA	NA
"gene123562"	19229	"Gm29376"	-0.0188269370021723	0.999999904884748	0
"gene123569"	19230	"Gm29383"	NA	NA	NA
"gene123570"	19231	"Gm29384"	NA	NA	NA
"gene123571"	19232	"Gm29385"	NA	NA	NA
"gene123573"	19233	"Gm29387"	NA	NA	NA
"gene123574"	19234	"Gm29388"	NA	NA	NA
"gene123575"	19235	"Gm29389"	NA	NA	NA
"gene123576"	19236	"Gm2939"	NA	NA	NA
"gene123579"	19237	"Gm29392"	-0.0796524257784214	1	0
"gene123580"	19238	"Gm29393"	NA	NA	NA
"gene123581"	19239	"Gm29394"	NA	NA	NA
"gene123582"	19240	"Gm29395"	NA	NA	NA
"gene123583"	19241	"Gm29396"	NA	NA	NA
"gene123584"	19242	"Gm29397"	NA	NA	NA
